business_id,avg_rating,no_of_words,no_of_reviews,unique_no_of_food_entities,no_of_food_entities
FHywRwdeksNsE8mGZU4PNg,2.5,982,10,59,148
-EctXOb3B7T177jGYUhjVA,4.0,27518,250,537,3606
agqvIkYMFmbwG_XVKkfo8A,4.0,582,7,97,138
-9BeUZZ1Jph1pD5qpax21g,3.0,1893,20,124,338
_YwaJy2wtry7kds0VwvJ4Q,4.0,1090,10,72,153
o6EK8ULSL5j7mXg5XnmVtg,3.0,387,5,12,20
3pJeHzOtpo2iiM-z94SWCA,3.0,1029,8,63,184
yJ6E8ICe7jOE7bC8F17rLA,4.0,4776,38,273,1011
vt-Oa0dmsDU2IYeX-Zg6fw,3.5,1248,8,30,109
V3lUjPwjbrpXTP_7w6BtIw,1.5,232,5,24,48
7ryztPdPEFcOadSm45J3Tg,5.0,330,4,37,79
UNJQ1NtS47ihotfNXLkupA,3.5,428,6,31,66
9cyLwyLtcVyn-cavdpHaSw,2.0,438,5,78,109
gtdmqiFHAJwGriJSGKBbQQ,3.0,4100,27,184,694
yf6D0CPoeb1_ZUBYUEIEpg,4.0,4472,26,227,809
6JhJEBo-1IqofPGrIk8UMw,3.0,10441,80,290,1650
E2BMYajnI3USNpABFdBn6Q,3.5,2175,27,129,372
9T_NDeT-S9o9qhC7d5KPkA,3.0,415,3,48,97
tc1kER4tWn3LI99Rk-NVZw,4.0,3169,28,172,553
Jfq6mF3DPKZS0AGmkM7NwA,4.5,150,3,15,25
PEHJjxdw11TGFma9Zhz3ng,3.5,11349,100,361,2227
aYEs_eXqnV8Ifj3Bp0bHwQ,4.0,43103,311,1104,8338
nMJwdBbLDD1O9i4WIEGxHg,4.5,5090,27,450,1116
jBi0w1c-CkjR4K0kxz_PPQ,3.5,5579,46,329,1205
-zAzFnDCwBxXG-lVA4aq6g,3.5,1226,9,91,228
LYWsIy_g_pLA32Iaze-eeg,3.5,1270,12,106,234
7wAVAwwgzIJ9_uGSM4s_Fg,3.0,1993,16,118,379
HVuATnPVpLjUUTjHuYkzTA,2.0,72,1,17,21
O9n4xeNjugFIYZtvj7wlbw,1.5,2072,17,63,286
Cvfi5N4zR9G05Pbg-Ud-KQ,3.5,12122,102,358,1779
0SQmfh7ppX3HnYx9SxmReA,3.0,1724,16,97,335
8Paw2C-StKOx7C5nSYNX1A,4.0,1806,11,116,340
xhTLRFwIeVo_GC7G-bNO3g,3.0,335,4,44,68
X3NvTA98paIkjT4-bcXpLA,3.0,569,5,26,56
dzrD-Z3INn6tpZhqmwoydA,3.5,1497,11,173,331
kYQkPISOL5XQDd_wEWxK0Q,3.5,17631,144,471,3877
8p1hx2a-GYQAhQzP5F7yDQ,1.5,797,9,42,138
0ylC0tsPUY3yaoXRaCDL3Q,4.0,4007,62,158,788
vR3eAwcgkh2EmVJegZO2dQ,3.5,4248,45,230,978
NwpLyXhYhid7YND3n63MqQ,3.5,206,2,22,37
5pDcg4TpMSyP7Is50LBFoA,4.0,3806,27,219,853
wtUaFgHGHnopdYh5m-a25Q,2.5,567,6,47,103
le-4m9rKxHVPB2l8GWLYcw,4.5,3953,40,196,611
-KZA7UoULw_pM3jBBUzb8A,3.0,1895,20,93,388
2rE44bug0rA1GarQKD6g-w,4.0,1185,11,142,249
CaYHpGAoLFIr2_UapoGZBA,3.5,6794,57,251,1271
nEhNtKe3p5QeKOgyfQCNrQ,4.5,476,3,26,52
piBJJg6KqIPHTvFxYZjbhw,3.0,219,5,22,37
T5pXsUKSwXDd4ApID5QlbQ,4.5,335,2,22,41
fiXqY-62WJdVsEVOFQsN4g,4.5,1553,7,101,300
R_ekO9XwEL4ptDHcwOTvRQ,3.5,1058,14,198,258
y00oZaBgHET4IY0VfOw4SA,2.0,144,4,18,33
qZUdxnM4S51W2NxmaiAQIQ,3.0,466,7,62,98
XY_vRB1QTqo86sGALFLjAw,3.0,1590,19,125,308
4kTmiAMs0OnXVLI5_OJfTg,3.0,2042,14,134,434
lmlhy33A_rkwTeE2rl9ltA,3.0,460,4,48,106
ygt9aCJ3X8m3M4H8vU7cSw,4.0,240,6,24,37
SBvw-IpLThBeiJF5qs9oMQ,4.5,9909,105,370,1812
aJXTOpOX9M81YkS4LnWXqQ,5.0,693,11,50,104
L6UG2zf6h6M9PYTGgtWMpw,4.5,129,3,35,44
V5QdxePG-pGPXVPHSLLM9A,4.0,15253,147,479,2562
wRRTh1a4nlrw1pB7UFhIlg,4.5,340,4,20,38
y0weNFCIJF9bTgBbFST86A,3.0,11730,96,352,2127
dkgNL4LAIyKexAIRQy7Yew,2.0,3088,20,112,472
Cz4zMZC78THt87ZRUSs2Vg,4.0,911,12,47,144
o7wCVuIalf_WbMJ1oX6Dnw,2.5,18415,162,570,3273
JIpZK2KSdBiYXKfN5VwWkg,4.0,279,2,91,108
_7rYRHy6Jfmk7yIkjooaEg,4.0,238,2,25,41
uhPXsYt-6nAzYcUoo2InFg,3.5,5806,43,294,1094
KT_r7qwU8sSfcR31zETGkg,3.5,3478,38,174,637
kQIa72d-V_MuklkrDig3Mg,3.5,235,3,10,14
zr6Ic3XVUYSKzoJoXjAz-g,3.0,404,7,31,68
xmbcKrf_at21psoEW7wM0w,3.0,897,4,64,132
0Ayzd0haow5Ek3CdfZg5bA,3.5,1424,19,99,296
Vxb8xRSm79m3WosnTNvVFQ,3.5,5490,48,262,1090
LM9d5wQcVqh97g7qpCQ88A,4.0,1345,14,103,245
MwRPgayDjQkC529pXFv0sQ,3.5,1892,23,100,324
cs9iu_1abcCXOuelaO-Gfg,3.0,1767,15,45,154
kMxDh5UMeGXg30MvUN1-nA,3.0,964,10,127,202
bfWpJH1kXf8jeD39IkDtUQ,3.5,5150,44,215,999
elX-wEdhFR8Kg1Ngj4hdNQ,3.5,4705,49,205,960
avPNEqlXgyBvTXjb-ujQFA,2.0,557,4,40,103
3StNFdnfDPYWYsMZyvGFpA,3.5,9238,114,497,2138
v-d8Fvd77bOLCysXCb21Cw,2.5,1903,15,103,316
6sacMshKy0kYHEk_Zr1yBA,2.5,1774,10,110,331
rXj5yyswoE_bwB_G3zsIWA,3.5,180,4,17,26
djDpCqpdwqL8WPybCrw8yQ,4.5,1462,17,139,324
rYXu8NasDNnLZrmHymaQWg,4.5,44294,171,856,6693
eQHVuMuTgFY9VuGu3WySyA,3.5,7476,71,285,1458
rBfHzhlqYSOXQaSSXFhHcw,4.0,6920,53,160,754
DttDhELFKdueDqFp45idHA,3.0,7446,74,228,1220
zXg2O_QnpHQVD7e1azAu_w,3.5,3369,42,192,689
ZD8xAsXsj8FRunJOP4fSrQ,3.5,1003,10,79,167
TAlmdEr0RNWZh9IiUS_BLA,3.0,4749,52,208,808
tH-TyKlo4NpmL8p0wguhSw,2.5,243,2,15,21
TVMHMz7-N5nikNG6lVxAHA,4.5,2799,18,311,619
UyJoe_ImREU21OTk8QVMvg,4.0,437,4,33,56
6QQ1qO4X9NBBsrq4tYb5dQ,3.5,3524,22,228,661
xSaeulDx3iebtWmuRjcoyw,3.0,955,7,50,164
ya4MfNx4msMlgyj9yOIVRw,3.0,1282,13,91,204
m0qh4NO0fD16eVS2np6aNw,3.5,623,8,47,111
5ZH0Gc2i1Sr9Uq-dwWRlzw,4.5,9525,106,348,1692
9-cRrGH5WmZKQ_O6LtfSbw,4.5,3335,37,95,358
U_zxW-c_2NZajkUrQMcBkQ,3.0,694,4,113,161
Rs6kOdxCB6Bdox7VsFTKzQ,3.0,7234,82,330,1504
prVcY4xSK58PhmGm5iHu-A,2.0,412,6,25,56
9D0muUbQVMrw3_eDg3tkFg,5.0,537,6,63,115
7-vGQpfj0RcOD-Cy7CXDiA,3.5,4819,64,206,972
UyEbMXjDTNGks_k12fGNdg,4.0,181,3,14,26
-SNpLwJNup8N96yq7sBJyw,4.0,44816,396,820,9597
eK6KGMKqU_4nB9RdayZD7Q,2.5,1706,20,95,253
O0xL1GpKv35u8p26y8Ok6w,3.5,10318,90,276,1769
keqILBs4H-gYTwxpJ07kNw,3.0,3835,21,190,751
7489EuoDxHS432D2n4TCXQ,4.0,887,11,75,184
MY0_6BAzQCu4sqXqwNEFfg,3.5,38104,284,629,6242
M_Aur61hhpgId1mUzFZByw,3.0,704,5,53,105
nXKwzVKJCtIGd4HxXgjdnQ,3.5,10186,98,265,1638
F-AdB1lknzwNMurzMKiTzA,4.5,49,3,7,10
aVBpTt9GB08rQkUHiBCwRA,3.0,481,4,49,84
v7TIL1qe9xdpnlUuF6pquQ,3.0,997,8,82,171
JXUX_oiCrfHm6b1sbqQd7A,5.0,21493,175,451,4169
1epH2hHsZ2HoSU8ugWWSOw,4.0,3018,30,132,426
C_KNnklWpDle6mioOPwTJw,3.0,804,6,57,174
bSrl0gA6QS4oBcfTlQEjRw,4.0,1075,11,84,178
ARaVjaEsdxv02zyTxL5shw,3.5,4027,25,135,506
hie20LBtxJNRU76iSL_LBw,3.5,931,9,94,212
hSMDtxfFtfBmrHx7d-3Eeg,4.5,2159,22,139,395
u8eDm6srUIpPuTS7Qt6xHw,4.5,504,11,61,119
zyvujnBGGpG3WWiDPkil9w,3.5,8919,80,280,1535
QPGMu7wXOciTRQVwklPoLA,4.5,3078,32,167,635
kfwn3V2EG-4yTG3FM39V7Q,4.0,3865,33,267,811
Z94doPdgyDOgjtYUVRBNjQ,4.0,15834,129,412,2831
XbVqzUHS3c9FhG4lI13c3Q,4.0,14166,124,429,2844
dcoG-HYQEAgvFzcBtQb_yg,4.5,9988,107,363,2110
OKZ-Jx3X0zcu4FLAjIs6gw,4.0,1663,15,108,349
Uypstpws9BmDRT7mEMaXVQ,3.0,6098,56,275,1251
KIgzEq8CrCLQV7k6Op5NIQ,2.5,2117,22,116,353
sWCH3c8XxBrF7aODVgQeQw,4.5,10232,95,348,2444
691w3FIZWH7cz3IYGor5Ag,3.0,2951,27,145,489
7ElJACLk35_Qq7ZjooOyeA,3.5,937,3,78,196
mNZfF0fVYF_8O4K9j8Uubw,3.5,205,3,21,40
wy_R4crNr1BH0CP87y9UHQ,3.5,4785,51,206,843
d-Cy2Vijr8qJ88UtdHu1tQ,3.0,1400,9,90,180
507GX11jtCsVYlzaur05_w,4.0,2971,42,158,520
r2pKiQ9LLaaVNNvBDfPd2w,3.5,17715,152,367,2823
EgJfkuMZbjqR58bZyju5Qw,3.0,606,4,46,121
LeNT6A_RdgCzzO8WkOSMiw,1.5,1027,11,58,169
FT-BS8oW7NAwzGLbpk4ocQ,3.5,2149,15,99,331
egzyBV0dJh406LH7yQaXyA,2.5,691,6,36,114
tk3XWAkK3bDp3RT7gpoUfw,4.5,2824,19,166,456
-f5EhKQb7jPtDl1eYDwV0w,3.5,637,7,46,113
WPSM_oTPceoSnwqQWfAsdg,3.5,2962,27,120,549
cQZcWeIDKEF-7nWU3gJMUw,3.0,12053,103,330,2298
-vI0zsfDrJfTjD7OXoQJvQ,4.0,3391,16,259,770
FJEmhHscOm_oA1RjkfWfCg,2.5,481,3,26,62
c8G5lj5pAv9KEwz0piZjNQ,4.5,7944,90,268,1663
sPjHIvWqog_W7vU6uMNT-w,3.0,960,11,72,174
XXdXgsLzigS4afx8lv9MRw,3.5,1577,19,84,349
sFP7NkMVdr8KaZ32zjYQaA,4.0,322,5,96,103
Fb4VHQ3Vms8CHtMt6sNhFQ,3.5,254,3,38,52
nKZGZElAoCOII17e2xpXDA,4.5,190,3,21,25
LsNAb1Q2tsb3TlkKOC_NRw,4.0,11345,54,457,2585
OB6SUleaj9LU-sIbzJ_g0w,3.0,2757,20,185,461
FmhzBQrpyUR8ROkzJyUYaw,5.0,263,6,11,38
AD0FE_5dM7pWy5YdbMZaGQ,4.0,12258,84,480,2277
bkm38p8gjvYqzNROj3oYrQ,4.0,11232,90,340,1836
Z82YJ9Gay3687DabyFf2-w,4.0,349,5,47,61
KwGQqUCpHHhOhVqyOL2QTA,2.5,3008,19,63,270
rK9wysMZ3nh6b6dxiG-l_Q,3.5,22491,163,670,4517
hdKMuZNqumUYzPh8w3Kscg,2.5,4138,20,237,657
XKwbA7WVROVbLlPPzHZHgw,3.0,7254,50,201,860
DXut5Gke7XM6oAvoFahFNg,2.5,4524,30,142,645
O7zS7fvyNcq91iFABSMudA,3.0,315,3,21,53
49bc688EMaGMNzQvKHVe1Q,3.0,499,6,28,63
qDxxag8rkdE1CkrLdweiKw,2.5,581,11,55,97
ivZo1goh7HXdep03NfA7Cg,4.5,18257,211,427,3211
n29r7uz0OzpvA9ME-AytmA,4.0,2389,14,218,426
lrxoQH8u2X-XpQ38PLAgTQ,3.5,4586,38,196,756
S_tTop2PY4VvDw65fMy7KA,3.5,815,8,160,252
BO0zz8gort7o-6KuecIv3Q,2.5,2463,20,142,494
tMkKUGwABdGWKwnLXaCYUg,1.5,220,3,19,32
5nTvNRLnpeFKd6r0X2af3w,4.5,30798,281,1234,6103
kZUrKA0yVVTTTgIGvyY1hw,3.0,522,8,33,68
dvRLvL3naAkkQtlTz0iI-Q,2.5,412,4,33,70
PpBig3Nf7kMf5aC0HmOX1A,4.0,650,8,62,126
H2dh7hty8SLRJRUCD1ilRQ,4.0,7329,45,339,1322
YT2MnnnSclWim7HOAl3aXA,4.0,5881,46,250,1041
w3nJTMGLIVReIBvb64nKNw,3.5,515,9,82,118
aPdDcFXPsWVxBhaXuZcDpw,4.5,28276,301,498,4610
s0q3j_-lW-rZRdgept6wZQ,4.0,173,4,15,24
t0HV1S6uhBxLB5IyZC5hMQ,3.5,1425,18,122,280
56_uqCzMcaBu1WxgoS8Xuw,4.5,985,8,70,148
XZHlTIIuFkkv_zJzShV34g,4.0,688,8,76,121
a_C29DaQinfCgowt8Qf-IQ,2.5,280,3,24,40
WB_M09Gk4YjhoaxL5tYNEg,3.5,3276,25,135,581
kjyQmIOPBJslu0IAsZS7_g,3.5,537,8,41,80
SY_vl_vFvoZv59GX8V7F8Q,4.0,115,2,39,41
tr4L9VWmPGZtdBD-L2Pofw,3.5,10486,132,342,2305
FWi8xLHS62E-pwE6G0qi2g,5.0,5592,20,348,1177
mMAVY7o3SlaLwmlpC9QCdw,4.0,1370,10,109,267
iNT6pcUugoXsDlZgRTyhtw,3.5,61552,350,1192,10342
svx5Gw-FJ6ZU9hb58aXgLg,4.5,17723,216,403,3364
YF3EjAHiqfqc_p4p9LXs0w,3.0,1009,9,66,181
ccC2ecxVEOF4t_kKce6f8Q,3.5,939,8,108,255
pJYBHoAJyE_nXhYDqaP8RQ,4.0,10612,124,382,1967
KVYSUfN89b-nih-_9HhF6g,1.5,21365,165,377,2710
wl-7A4jC0f27MOEmW-XTbQ,3.0,466,6,60,114
uJyLh7J5J4_w5OUUYBmx2w,3.0,1902,21,124,406
L1wJuuJdu0UeEXHDM1pP8A,4.5,870,7,63,177
kxAQStRhLvv8fM02OlAZxg,4.5,6398,44,246,1087
z7jeSqq9CEP89mw6aEWcOw,4.0,1168,11,82,182
SEAGuzHqB1tgKZGzWiLBLg,2.5,1294,11,89,252
OwBPjUz2o0J5K3DzcHkBtg,4.5,76008,635,1092,14417
lKHUXJ3EMlfecn8JYi8sXA,4.5,672,5,73,133
5jazn-RZP2R6ZkCIPZsf0w,4.0,5958,61,231,1015
0vFCASHpp2VBeTuVus4MOg,2.0,1394,13,90,246
6PuVFIL1rF5E-qu0Wq-Gug,4.0,6790,55,325,1297
kLG4KMBof8CsTsR-jRDPqg,4.5,4070,38,176,707
3YLo7L0_1_Hy9SIuDrDceg,3.5,2660,29,160,580
-WZIxGXJHMGidZXRhKxP3w,3.5,6615,62,346,1165
cBCi1bNWhcHMY4Bo8SbzAQ,4.5,703,5,73,145
6EEiZR5pHWaLPfV6ZYuIZA,3.5,312,3,38,69
uyQ0mDz0OKEgUkBKWIl3og,3.5,15893,103,440,2704
hVKTsUaaJkOKR9v5BY04_A,3.0,4391,40,160,798
3X081wewB-J5tIMO_aOPnA,3.5,3089,32,174,591
qZCtzJCdt29_DdYD8US9FQ,3.0,993,7,87,197
mSso4OtVKrLn4-BVdwAGwA,2.0,1895,9,126,421
uQy54bl1sBcqRIw9MLLUSA,3.5,732,9,44,132
aRSfth72sJgpSN2P6rm7sQ,3.0,5623,45,213,795
rPsK-r45WT8zCjSPzUxCKw,3.0,1795,19,90,338
tIsBI_hPzPTpESa1nqSS3w,3.5,757,6,79,155
UARN2BF_4ijjkB_YEYA8sw,1.0,484,6,41,106
154tSL4P_0sblVtP7uP3_Q,3.0,2153,21,121,392
8qOqH27snu3eiYKPsgjf1Q,3.5,1910,15,97,339
PrsC4URn7fB56FCIfNemgA,3.0,3840,25,153,741
waeCYkwULm9GKhFFkO3WdA,4.0,5926,57,290,1239
PVooCeYIrp9E2rtrL4R98g,4.0,757,8,75,174
bXsc7bNjgQ12LJGwgyaQUA,3.5,514,4,40,100
bPId8S_Ab9mTRyG4bDoUJw,2.5,597,5,102,152
rVn047LHt3nVVIJhb8_7kA,4.5,1066,10,58,176
udY-ZptATLEMz3BzZsEB5g,4.0,2392,27,146,517
L6Qumi_rEtOAfX2FQXm06Q,2.0,610,7,33,88
ysUJiLxFpfMCu9NdG0Dn0Q,2.0,183,3,18,24
9HA1pB2y-pK4QtGdngBqhw,4.5,7159,70,236,1263
C7EonfwiWEOVpwuGWchJSA,3.0,1972,9,83,328
sF2Aa7YbOxU9QWUvBWmpag,3.5,435,3,25,68
LVngid2NNh2s5cAjuOw6tw,4.0,19429,159,526,4562
AcjaEcJkm0Fnld-obqFtqQ,2.5,5088,34,217,778
RsI0wYUbWIHrHtOGZ54stg,2.5,3561,30,127,574
yMhjh0ASFZscz0QlLxAj0w,3.0,1993,23,129,359
phHXdTh5L2w8vQ9Gsmq27A,3.5,2884,31,155,493
6HzJOvPwMLLuGI4kYf4iZQ,4.5,962,5,60,133
sF52kjq1dsGpvFY55VuKhA,3.5,1720,20,140,374
FqEsXFhkFKCfMiz_QqUKTA,1.5,1228,10,69,202
6BkbwY0j33py_XmzvmnfXw,4.5,5944,44,191,991
2MY2YOCvReXGpXxtN0_a3A,4.5,11807,141,315,2294
AW5lMwA8JoOt0aCjNLUPMA,3.5,8772,58,281,1468
K-_erZm_YNzg0Ahzcdx0TQ,3.5,429,3,46,91
rWOWlnMwOphAs2qRIT865Q,3.5,1021,8,79,209
V3djRRU0eJcyI5lZ6Tw6RQ,3.5,5640,48,232,1017
iFJwlYqD0ytvtmYYthZ5yg,3.5,79,3,8,9
fK7ujDbjhRFEe2D7eIwK4w,3.5,25872,241,612,4290
DjRwuPQe4NG0d1ITjEp3dA,3.5,1727,14,124,292
jYJ7RXA8qORygo2l11VN1g,4.0,668,6,73,121
3u7-xGwUKyGHkSexwBd9Wg,4.0,2782,27,168,578
Gly54cM3avJg9n2F0l8V-g,3.5,1295,13,61,179
PtX2KFhcLKZPdjT74kwx3w,3.5,390,4,125,157
5fkpF0ku7kzqzPv8BoON4A,4.0,1136,16,35,91
lPAHpSIc2MvY06bWxrFRiw,3.5,7275,58,325,1453
YJJ1eOz1gdh_bSy8DKmaNQ,4.0,8253,77,284,1523
6yoEpca0GnthoEzlJtNmgQ,4.0,11841,106,423,2279
OIMZrrL5kGyZ6W6J8xsyEw,3.5,219,3,39,69
HKQe1IV-mwKqROcu0UE9WQ,3.5,916,6,51,91
SqWx6Xc7UygGNQ2LtUCXsA,4.5,824,6,68,160
kWR0gFb8G08bezy_Uj4GsA,3.5,6091,65,192,922
gsQ1ZB3nzUCo93kqougigA,3.0,19831,201,531,4005
gDEfkD7ZUXSFWEKC_zb66A,3.0,1154,12,104,295
csgF8n0R5CIauWriNJl2vg,4.0,12306,84,448,2335
kKQFAPfh5gm1n7l-6uhGsw,4.0,2309,20,155,501
GfsKIdURweoz-V_X0XwoPA,3.0,7878,58,273,1293
gH9K3VJopFzy2vECjkgGKw,3.0,3650,30,178,747
hQigmhYy2uyQUsuk6mauAw,4.0,283,4,29,58
7ZwHZq29K5mXyH5tqyPJ5w,4.0,9380,55,282,1541
3bx6Se8Fu8D6tzGfpW2oqQ,3.5,4145,31,452,926
BIDo9kJgny-n6XlBkGlrmw,3.0,2157,24,128,410
tm-lmBXzrBeKUDj_eQVZYQ,4.0,761,7,56,108
5nisFSuX7Bn9BHME5Lrqyg,3.5,684,7,58,104
cyXNwqjzLHgtH0aE3nCEdw,3.5,9899,81,344,1598
5tey93wPQOb7z6jOLJZ30w,3.5,11736,116,282,1451
HFWTazpCx-DRhztgER0DbQ,3.0,4389,38,247,963
3jviiNH7_-TYojQx1ZQqgg,4.0,715,6,228,281
cScvt5jRPYMsmHhJXsXEWA,2.5,168,4,17,22
tmbprlbw5x9h4GM2EBQZ7A,4.5,509,6,65,132
YKuCbWLAzXWPzRu5OlBCng,4.5,192,3,32,37
KtML2SsdAemyjc5JzVWLIA,3.5,5341,61,244,1172
N_6bV3c3JagKW7sD3X9ldA,3.5,20346,165,509,3602
AyqkzaNU3w1XCOtm8mx7rQ,4.0,12824,109,243,1446
92X53OqfjWfzDr6hXLKy9g,4.5,13844,89,498,3193
6dtTSBjc7rQBBZEtKsG2vg,3.5,392,4,30,65
vB-sXh9XzFZSy_LAdjAKZQ,4.0,5002,55,217,1004
zSzE4rW9FE3fGqiEzZ91Vw,3.5,13807,131,405,2615
Vh_xXB42CYfhEdelpDb1Ow,2.5,1116,6,83,234
rLCq4qcqtU1gLvBcxPrjlg,4.5,4621,54,149,740
Vhc7JJd5S347VW1s2x0F6Q,2.5,12354,89,390,2283
qFfEUJUIqfIYARCOF9Hgig,4.0,11118,96,386,2205
FejDpgFn2opfgdO1MBeINA,4.0,1145,9,204,348
lciZhyp_xwKNBOVyzxqhbg,3.0,1736,21,80,268
d52zg-S0o940WUCK-nNiKw,4.0,36477,359,599,6164
ykn0TT8_72yOJLlgPChjyw,4.0,4556,34,199,751
niwDrCLIqi3qvYzD-8VL1A,2.0,263,3,23,53
TODF1Eee6W8MDO-If3UkJQ,4.5,589,5,64,119
VD8a_B589J_NlCirS8QA0Q,4.0,2884,25,191,567
ftdKj1p2Y0ABrr9uOPn97g,3.5,5473,66,257,1167
GRFunGSUZxXqNCZJrN8Oow,4.0,37163,371,779,6712
iEg59rSBqgoASuyCGV3oMw,5.0,None,None,None,None
ZavJlwguVL77zIGRTu8Cag,2.5,596,9,33,72
YFw2Q9un9yGM6ZJuPUgu1Q,3.5,4533,31,226,870
90AXjqb4O-wrTHDKDoDUzg,4.0,36394,345,707,7542
KnuN84OxoZeEIfFwBd8zbg,4.5,771,7,92,156
Ajvt6mXYNeqlbOkW5lrGfQ,4.0,13709,98,462,3069
xNFGQGDWjTQyxAxGnFH4tg,4.5,548,5,51,87
v9JixZ_wMP6-ftb4EYTqIg,3.5,82,2,12,14
53Yk2EODWnV9qHQECzeHVQ,3.5,524,5,42,98
b7-1zOz2yaQZ7JUHqHLAlA,3.5,2237,16,124,390
Zx1n9pOOHKgTBCxzsmvENQ,4.5,530,4,45,73
QeK5HHZ9noZlVkRqq-yLjQ,4.5,1047,10,113,188
TXlFbBxNJx5oEjQt0L5mCQ,3.0,2138,24,116,358
KFJ1jBfFkRfyn3AoAUl3YQ,4.0,580,6,35,89
-MaIpPCz4153Uh1pnzI3AA,3.5,1707,18,160,354
l7gUqxGk1Zf41r8K6FVMnA,3.5,390,5,24,59
H-pLahyneioCeCFHk2lD7g,2.0,890,5,70,147
107RvbkBZUVULsHq_0d3mw,4.0,513,3,44,80
u0wY6ffKnBs5JNJgGmIG7Q,3.0,335,4,25,45
Ez-Xfue0q2o0ozoMOJL6zA,2.0,706,7,42,108
9O9QwZK1EIVckmugJu46UA,4.0,760,9,54,130
JZc6ZIB2AsafKmLI41MDUA,3.5,7151,63,182,1294
arfTLsjktYerA_QUS78-mw,3.5,1021,9,117,177
GzWiVvE6JDdBNowNVshItA,4.0,9261,72,357,1782
hHfPc13Zn2X33fjLZegl_Q,3.5,2457,26,149,423
xiA7_Y02ygsd2TmhEJXsqQ,3.0,4895,45,204,946
WlPYm5aK-ewwWeO4TlrF1g,5.0,413,5,39,58
46L9muoeP7ZUQwvbjN_CrA,5.0,2929,27,144,548
N4CL1dZca6hV7kZ9-KDAww,2.0,199,3,17,29
A4pL6j3e6JAtblmCUF2GZA,3.0,11849,97,416,2141
ZrDPINvukk9TEhENJjqnIw,3.0,2152,25,126,396
rXieMsTWhz_RS2IxxgnSbQ,3.5,3152,35,153,547
aAUcIfoha-cOUiyfSDO6NA,3.5,261,3,28,53
eIhmvoU0EoK7CdrBuXQfEw,2.5,3263,15,100,350
FudNA-KYx-QKaeyghJoPAg,3.0,3281,39,184,764
clGb_HhvbCjFBTiYXOjdWQ,3.0,2719,24,118,389
K2BxGfj37me-kf__ey4GVQ,3.0,3555,33,208,705
mWRKam3diswqKMja8TKQ_w,4.0,835,8,36,83
HDphuDtcxua590pKTPfY4Q,3.5,8400,69,254,1476
Nlnc6b4GLIKHy8jdMxUbtQ,3.5,976,11,76,162
Rif-8iyIzXVlO5Adi5gDZA,4.0,5496,45,261,872
CDY7AE5HWBy0TJXCakqLBQ,4.5,251,6,20,50
Vx-ikLaOxjbbkX4Ee4X0Sw,2.5,94,2,18,25
W33EBdIVWmr01_vBk1JjVA,3.5,5238,29,330,1013
uck7Ak83gz2ejesPzMLTBQ,3.5,8144,66,275,1546
Hz-VJYF8BUGA-47KNuzuLg,4.0,1714,17,130,387
0eGGV3yyJT4joipvaoYrkw,4.5,504,4,64,120
jePePaC2MlRKujbqy3EtoA,3.5,2412,14,132,449
yt138foeUgSlwzWWFxAlSw,2.5,486,4,63,114
5Js9G0axfWhbYlB9UgXLww,3.0,2984,39,128,545
4rCM7UkVpaKAOKkoy_nTUQ,3.5,3079,38,174,618
0HDCJO7QbEErtnTt4_aimQ,4.0,4607,34,219,918
XHzZgNmJFVHeT3unDg2Qig,4.0,24308,179,681,4992
nNtQUTbPkTiuPt5S9_RBFQ,4.5,2341,17,170,480
xhh72bIFefOaAxsj4vJJaA,3.5,23676,240,510,4478
QzMaVGGR4Eo5otfgOAxzjw,3.0,6635,34,270,1024
X3KntOlUTkVL4KUKQcPehw,3.5,762,10,67,146
fXcOhb8asZwOh_CWVop1Mg,4.5,117,3,26,31
0uwFvhie3Ged9bzLNHbV1Q,4.5,24,1,0,0
JlWLU-bpWMgmio-ZTtG9tA,4.5,99,2,15,19
ypONG7TOwU7ZTTFc03Zx3w,3.5,339,5,30,60
gS9PJk6q7LxNKcGi8lcY4A,4.5,623,3,15,72
ia4OINUjKlm8tbpI3i2s5w,5.0,8,1,6,6
Sgp0F8fvG03sZg_f8FuQZg,1.5,446,4,38,83
XgwhJRnuu7ErNzyScN00Lw,1.5,318,3,16,50
-I3Cu9rLQXtL5us5wdy8tA,2.5,1354,3,105,242
een998lPp1vyRKxFN_syZA,2.5,879,9,66,140
63cjAsO1jXvrwvjkUiEkVA,2.0,3049,19,105,328
LQGQ1w4pYrf5in6LrU0BlQ,4.0,11530,103,413,2238
daybz5OrNiTuCrLv_ukYzg,3.5,293,2,41,82
1FZpgQ0yWA7NqKdj2PMFGQ,3.0,998,13,82,220
jhzF9VLnT7FZpvwPXSpApw,2.5,5159,24,261,1078
u4gdajxI7wPh2hykcYHfUw,3.5,1245,13,84,241
UukrDdzRg0rRZ4i1MTFEtQ,3.0,1112,10,101,237
bFu_GAhi14uVI6-S35ONEA,4.0,1043,6,46,114
mL5RVnssIU6fc0sl-PsGcw,2.0,453,7,32,68
8lTyozmJa3DhTVV8srdXIw,5.0,664,8,62,114
HXIISeNeFJY_gn88OWvY6g,4.0,720,11,46,115
g9XzAhPiS9DCYT4FbKPzZg,3.0,6480,53,280,1111
xUf11yTcoRagwNiJcY8GAA,1.0,536,3,21,83
i4b0jbsOsET7biMw5KhPDg,3.5,795,12,72,154
EFSU5EPU8VsZmrjbTxjc4A,4.0,9884,85,388,1849
